image_path,crop,disease,label,severity,for_severity_label
datasets\BellPepper_Healthy\6506ee29-4743-4023-a584-17c40b4e45a0___JR_HL 7827.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\650a5f9b-7a57-46fd-a18a-844bb03bdf80___JR_HL 6013.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6526a25c-f7ee-42ac-8a8a-d24a0a067218___JR_HL 8161.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\65561d5c-c914-4cd0-90c5-e5bf47c8855b___JR_HL 8371.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6595020a-7ea0-44e9-93e0-105d994c6505___JR_HL 7852.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\65a980aa-10ce-481d-bf3d-bded4601422f___JR_HL 8412.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\65b2d5c2-a737-43cf-b83f-dfa749c1d143___JR_HL 5862.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\65b444c4-e03b-49e2-8ea6-ee3135be368e___JR_HL 8088.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\65cb29a7-d70b-4e0d-a6c6-812a28232243___JR_HL 8879.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\664d7802-d1ee-4095-ac6a-61bd3e2f1c13___JR_HL 8666.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\665d65b1-d8a4-4c2d-b65f-3410104e4b2e___JR_HL 5934.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\666a5ac6-7394-4465-9e93-7bc29e04ed3b___JR_HL 8134.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\667509c5-152d-4db9-b56b-bd1469c9e3a0___JR_HL 8090.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\66b13c76-6f77-49c1-b286-717d26dc7fbc___JR_HL 7873.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\66df6879-50e4-4aba-8088-7f038a9b7ad1___JR_HL 8831.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\67218684-e145-42b2-97ed-830aedfee5f9___JR_HL 8359.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\673a3d34-3bf8-4b65-a5e4-bf1f02a32961___JR_HL 7646.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\674a896b-ff59-42df-8ffb-1f422c2084aa___JR_HL 8089.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\67ebe56c-ee66-4efe-9582-e3cafe8d83ab___JR_HL 8511.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\681d3ccb-7653-4f08-a483-f80e3d7724df___JR_HL 8688.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6833d4e3-96e0-48d1-895a-077fd13da395___JR_HL 8635.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\683ad8ea-9475-4351-b419-3b2bf6cdc026___JR_HL 8363.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\68400266-7c53-4634-9c25-df95c062e201___JR_HL 7716.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6866313e-f753-4153-a4a2-2a549a15aa81___JR_HL 8225.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\686e90a1-44b4-4713-8073-2fe867b5884a___JR_HL 7929.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\68a8b022-1f2d-4546-957f-a69aa11f0e39___JR_HL 8122.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\68b76639-b167-41e6-919b-06d15b84fbbd___JR_HL 6002.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\68ba455a-8f01-4433-96aa-32d8acb1a48d___JR_HL 7562.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\68bf32ff-b8b9-4412-a83e-a21ba49fe025___JR_HL 8771.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\68c3951b-fb90-4181-9a12-441b47698db3___JR_HL 5998.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\69338d8a-c618-41d4-b4ac-217feb224d71___JR_HL 8878.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\69ea4d8d-9281-4191-8848-28e47c717620___JR_HL 8236.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6a140ba2-7c14-4a2b-b822-e5b80302e61e___JR_HL 8605.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6a3603ae-fc95-48ee-968f-2afcca4a1a6a___JR_HL 7979.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6a6a7f87-4efb-43c7-ae36-1f9db31246f2___JR_HL 7703.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6ab630ac-c705-4aa8-82ec-1b618cc400f4___JR_HL 8257.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6af0dc26-87c3-4eef-be98-8c6741a8f94d___JR_HL 8735.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6b0af08c-3f98-4077-94ab-5a35527fbf08___JR_HL 7589.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6b3bf816-2c6b-4a71-93a3-9815bea001a6___JR_HL 7935.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6bc90016-1508-43ff-8b1e-c2013f236337___JR_HL 8645.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6bd5ef2c-da52-4962-b933-528eaa9afa6c___JR_HL 7757.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6bdaca26-3c7d-48ea-87d1-2b99b9736f1b___JR_HL 5997.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6bdcf245-2e3f-4732-bcef-73e7eecd4c31___JR_HL 8563.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6beaecfa-1194-470b-9004-fe2eaf8df406___JR_HL 5923.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6c0c92fd-591b-4ecf-90b0-0eec3513dce3___JR_HL 8788.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6c88680c-ed4b-45ba-a8d0-90d6ee26d618___JR_HL 7925.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6c8c4568-cedf-4f9a-8441-54fef4ea301a___JR_HL 8148.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6c8f7323-5d71-44d3-8d30-825f91de854a___JR_HL 7577.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6ca296db-0f5c-4002-bbb9-ef4a4d60aea7___JR_HL 5847.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6ce25a21-b7c3-4351-93c3-db7a3246a421___JR_HL 7743.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6cee02dc-372c-4a96-a68e-900cbdc00d12___JR_HL 8736.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6d4e398b-a925-4397-9f38-39efef5a2916___JR_HL 8240.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6d6030a6-2370-449b-b9d4-92ac1630513f___JR_HL 8418.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6de912b6-f7e5-4980-be35-63ba2564d5d3___JR_HL 8059.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6e10aa60-1874-41a2-99c6-72359d113d77___JR_HL 8740.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6e418c92-e6e2-46c9-b1fb-96f3e87c2bb2___JR_HL 8616.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6e9949e7-6036-4db1-a3a7-e9b78097146f___JR_HL 5964.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6ec06fd0-c4c6-4c8d-88f7-b2ff9a2b87c1___JR_HL 8521.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6ede0514-f306-48fd-ba90-efb0ac8f28dd___JR_HL 8195.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6efaa51e-89fd-46f6-9db7-82d11f76c00b___JR_HL 6006.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6f13ae9f-a9e0-46e3-8e5a-445c4f16898a___JR_HL 8283.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6f4a6979-a431-409f-9211-cc7a4c643a12___JR_HL 8121.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6f566315-ae34-49ad-b00a-be421af17746___JR_HL 8746.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6f684b6b-ffdd-4f97-9180-8870007e633e___JR_HL 5878.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6f7d1500-e5d4-4aa0-b066-6a7423e8e289___JR_HL 5816.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6f8e8792-687d-48b3-8ca7-40a8edf94e67___JR_HL 8024.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\6ff92031-6a52-47ba-91d0-3df19f11104c___JR_HL 7774.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\705ed2b5-efe8-48eb-8f95-3274d0841027___JR_HL 8368.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\707da75e-4924-4033-b141-e8a391f39741___JR_HL 5853.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7087d135-b565-492a-9fc3-431fe2f63850___JR_HL 8144.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7091bed6-6885-4ab2-8ee4-fa67a8b2f895___JR_HL 7798.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\70ca0253-15fc-4525-8a78-65c813bd2992___JR_HL 7807.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7100698f-5430-4fed-ba4f-391d6b5956d8___JR_HL 8454.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\710225f8-f924-428c-a7f0-a0e1169318fe___JR_HL 7985.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\71711626-a835-43fe-941d-36f314205074___JR_HL 8679.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\71c6e89b-d7df-4ae7-87ff-d58fcef032a8___JR_HL 5836.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\71e8540f-309c-4022-97c7-7ce276abb2ac___JR_HL 7877.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\721628fb-84f1-409f-b03d-f527a8b90ac6___JR_HL 8417.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7267607f-acf4-40fb-b691-e46ade9b87c9___JR_HL 8758.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7277c061-6c40-4c75-8af3-32bd4a284dc5___JR_HL 8728.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\728ff40b-fbff-4910-b345-4c9a47d7a712___JR_HL 8759.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7298eb6a-8db7-40dc-9256-aca7772c02af___JR_HL 8739.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\72b1e87b-ab61-4b99-ae3b-3187d5197487___JR_HL 8485.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\72c50697-b546-4737-a9bc-e14d1d6f71cd___JR_HL 8575.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\733c8247-142b-4d35-8f0c-05bc74de95fe___JR_HL 8432.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\735e7dff-5438-4c3f-be1a-129882228f64___JR_HL 8336.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7396426f-841d-48c1-ab42-7b2578d098ee___JR_HL 8271.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\73ac9ebe-2f3f-455e-8ae7-750b3be4a7f6___JR_HL 8532.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\73ccb724-a75e-4057-aaef-3f83bafcf291___JR_HL 5979.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\73f7dbd3-1754-42a6-9a75-aec173402a21___JR_HL 7578.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\74757941-c844-4b45-9eb5-b8cf04cb779d___JR_HL 5842.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\74ad59a4-c592-4d21-b066-a088e5bad84d___JR_HL 7777.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7503d4d1-fa90-458d-8833-0550b8ce5f07___JR_HL 8694.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\75306d8b-d8f7-440a-9084-7f1dc02fe794___JR_HL 8552.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7541f271-f44a-4c7c-9602-b64149e9fa2a___JR_HL 7571.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\75d2a180-5d61-422a-9e63-4a061a2c8f65___JR_HL 8683.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7638357e-5dd1-4991-9301-b5a977ac1ded___JR_HL 8295.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\763f79d6-2b20-479c-9237-8b69c60482fe___JR_HL 5968.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\765e13bf-860c-49d8-8f5a-1ea1847a4dc5___JR_HL 7664.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\76709325-888a-4972-b171-b78e3fb2bfe5___JR_HL 8036.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\767e7fa6-726c-4621-aa4a-6024824a1528___JR_HL 8519.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\76d235a2-a493-41f8-b1a6-f0d610773c2b___JR_HL 7741.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\76e4d75f-363a-403d-a3fe-f09519aa0351___JR_HL 7906.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\77258bf8-fd4e-4e5f-ae6c-9efbaa6b343e___JR_HL 8115.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\77ad521e-4c00-4195-a0b0-fa6f1d10f023___JR_HL 8129.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\77d77a2e-d24f-42d4-8d37-f36e6571b4f3___JR_HL 8632.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\77e54e8d-590d-4f33-9993-838b7a3882b3___JR_HL 8646.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\77f29636-f395-4e5e-857e-e76b263f4887___JR_HL 8622.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7810b691-de4a-4b08-b59a-56fce143b578___JR_HL 5808.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\78b80c38-32da-4a77-bbde-8ff9e5bfd47d___JR_HL 8094.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\78d6d5a4-9e5b-424d-890b-1893a4c4fba4___JR_HL 7930.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\78f06e4b-4bfa-4b29-bdbd-56fde223ff4e___JR_HL 7976.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\790190eb-abc0-4fbf-9a49-a3ae0c09cb09___JR_HL 7663.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\79052190-9b72-4a0c-ae70-ac468d89b3fb___JR_HL 8150.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\798a2172-62e6-4fbe-9dd2-a989294ab501___JR_HL 7845.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\79b1f325-0bdf-45b4-a38f-4132ddf70f6d___JR_HL 8357.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\79fb9f7d-f4e1-4e0e-9968-b2e3ab9f8953___JR_HL 8409.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7a05e52e-b4a2-4441-a356-640c1bffca68___JR_HL 7784.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7a09e4c9-bc66-4d7d-aee6-20181672ff28___JR_HL 7699.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7a44481e-a02a-4174-9927-b2ded2888da9___JR_HL 7966.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7a4be7ca-f56e-483e-b4e3-cf5ed0759a42___JR_HL 8078.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7a6e3db8-ff01-4fb8-888c-0bda136900c6___JR_HL 8835.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7ace1bb9-5005-4a1b-a207-7d55e65c6652___JR_HL 7875.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7aea3352-7adf-4aa2-af64-3bf1f971ae35___JR_HL 8883.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7b3b16d2-e0d2-4c91-acc1-3778b3b99ea9___JR_HL 8095.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7b6f5f09-cea5-4b1c-91c7-18207527c837___JR_HL 8652.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7b8ed1cd-a4ed-4808-9c0b-f788103099f0___JR_HL 8494.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7ba402d0-65f1-4baf-b3b1-c32700159770___JR_HL 8118.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7bb213e0-2c58-43dc-9fb2-7c90474887eb___JR_HL 8689.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7c36055a-505d-4fd3-9b2f-d165f1324a92___JR_HL 8265.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7c482062-5c2b-423e-a244-9aca359f1131___JR_HL 8895.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7c6366da-565f-4314-b58d-a5665b6f15af___JR_HL 8112.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7c8b6274-abca-4531-a84d-5bd56c859ccc___JR_HL 8794.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7c95b0e8-b8df-4312-aca8-51d4731e7c1e___JR_HL 8899.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7cad85ff-b760-4440-b81e-e25fec79afbd___JR_HL 7709.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7cb1f036-bf36-4271-a765-86e575664f3c___JR_HL 8075.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7cf9831d-709b-4283-9ac1-70e601d5d740___JR_HL 7742.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7d2663b8-9779-4665-8a3d-055fd046979d___JR_HL 7999.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7d2d2203-b16e-4c88-9a96-0ff8e48358c3___JR_HL 7627.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7d949066-dd95-4be3-bde3-7ba0f410e771___JR_HL 8226.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7da6a94b-14ac-4fd8-9a26-33be1c09d411___JR_HL 8789.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7da94264-f28b-4db8-8476-6fb2a0961e39___JR_HL 8427.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7dbe2d75-e326-40fb-a754-0e04ba468883___JR_HL 8320.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7dfaee93-0cc9-4173-9622-cc3e877474c6___JR_HL 8447.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7e0a7a50-371a-40f5-9d0a-4402c4ab6e93___JR_HL 7936.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7e48d50d-d877-4b5d-9aad-6a451e0ba067___JR_HL 8103.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7ec579ba-10b2-473e-825f-8a4254d98ded___JR_HL 7901.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7ed4a087-3cef-4012-8450-18c0487362da___JR_HL 8434.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7ef3d9a6-605d-400e-a87c-fcb8877d333b___JR_HL 8779.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7f334096-8aa3-48d9-a460-a3406a66da97___JR_HL 8490.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7f972870-1c00-4e0c-bc1e-53cd97acb2d5___JR_HL 7700.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7fddbc3d-a9aa-4fb8-8dd6-321891a00c75___JR_HL 5969.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\7ff5acb3-8ef2-41f4-a7cf-795192bf4d37___JR_HL 8332.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\80028075-e32c-4a70-9473-f3b031f63ef8___JR_HL 7843.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\8005d2e1-d9db-4671-9d00-4fc6e12704fe___JR_HL 8327.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\800754f1-f625-4a1e-9302-a7db5b5869a8___JR_HL 7895.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\8033076c-4792-4864-b18f-16f15563d7bf___JR_HL 5991.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\80351989-5dc7-487b-abcc-3a561ec6e5d8___JR_HL 8774.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\80ba68a5-6096-4605-b4b7-e0f9c5bac0db___JR_HL 8143.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\8107009b-3754-4598-902a-5f895dd303cb___JR_HL 5932.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\810c0ae8-3d0e-4445-a1d7-f1b31cbc56b9___JR_HL 8291.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\8132d8e7-0e12-4509-8a2a-e61540e0f2cf___JR_HL 8244.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\81b24c43-b33a-4271-bd32-9457982b02ee___JR_HL 7965.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\820f4a6b-ac2d-4666-b5e8-91b172d927a1___JR_HL 5902.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\826b3128-7265-4218-8eb1-887aa4a53b83___JR_HL 7916.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\828383ff-b79a-4c9d-9b24-87b8e6c73bfe___JR_HL 5965.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\82a4db4b-9693-4c90-8ca5-cd8e0bd98601___JR_HL 5918.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\82c9ec16-7e6a-4a08-9d3d-95457b187b0d___JR_HL 8561.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\82ebc085-a804-4b4e-a86b-b495b1e60eb7___JR_HL 5829.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\82ff4b81-612a-4d2b-819e-a45353fa0379___JR_HL 7980.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\83368e06-d46a-4f4b-972a-99b3a8db8963___JR_HL 7705.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\83734876-b617-43cb-8407-8831496ac4cf___JR_HL 8796.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\83825263-0e8f-4e27-a6e2-b432323efe49___JR_HL 7593.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\83ad5dd2-dd87-4623-9a9a-e6d4852010fa___JR_HL 8126.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\843ef0a7-5eed-45b5-98b4-4c2fc94084cf___JR_HL 7922.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\8485a59c-2014-49e9-bed5-7581cb9fcd84___JR_HL 8319.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\84a2db83-35aa-48cb-8d75-d8f9e3a5c0b3___JR_HL 8361.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\85012959-e963-4a3d-b211-b875e27c6b30___JR_HL 8559.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\8568ef1d-e8b7-4a15-b0cf-39800013e611___JR_HL 5840.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\858475a8-dc6d-432d-862a-1a982f482c8e___JR_HL 5912.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\85bf3b78-72e9-4e2a-8f7c-b330b36170ab___JR_HL 5981.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\8622ae63-5380-4a2a-b747-8e7d678c8594___JR_HL 8182.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\8665928b-77f2-483b-88eb-c7c08b3a6bde___JR_HL 7938.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\86a0dc7a-8ac2-40c3-af58-2bfa6a6fb0c5___JR_HL 8241.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\86ab8e24-ef8e-41a9-b21a-052380f87f61___JR_HL 5830.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\86aefde1-bd09-43c7-ac2e-b72f737213e3___JR_HL 8507.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\86bf0a52-7986-4391-884a-b4a6f1b1e8e3___JR_HL 5866.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\86e16897-fd51-4b0a-8ab3-ffa9ff146fa4___JR_HL 8386.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\87000a42-0484-45ed-96c1-14b6fa9895e5___JR_HL 7650.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\871be79b-b1f0-42a1-9833-2d8b45cc18d9___JR_HL 8356.JPG,bellpepper,healthy,0,0.0,0
datasets\BellPepper_Healthy\87483ac6-8115-4d93-82ad-fbcaeca4a688___JR_HL 8211.JPG,bellpepper,healthy,0,0.0,0
